title,doi
"Influence of Using Various Levels of Protein Concentrate in Rations of Ayrshire Dairy Cows on Rumen Microbiome, Reproductive Traits and Economic Efficiency",https://doi.org/10.3390/vetsci9100534
"The impacts of season and livestock management strategy on the quality of diets selected by goats and sheep in the semi-arid rangelands of Namaqualand, South Africa",https://doi.org/10.2989/10220119.2018.1552622
Effects of supplementing herbaceous forage legume pellets on growth indices and blood profile of West African dwarf sheep fed Guinea grass,https://doi.org/10.1007/s11250-018-1767-4
"Effect of feeding hydroponic barley sprouts to sheep on feed intake, nutrient digestibility, nitrogen retention, rumen fermentation and ruminal enzymes activity",https://doi.org/10.1016/j.livsci.2019.07.022
"Different proportions of dried <i>Vernonia amygdalina</i> leaves and wheat bran mixture supplementation on feed intake, digestibility and body weight change of Arsi–Bale sheep fed with natural pasture hay as basal diet",https://doi.org/10.1002/vms3.1068
"Animal board invited review: Animal source foods in healthy, sustainable, and ethical diets – An argument against drastic limitation of livestock in the food system",https://doi.org/10.1016/j.animal.2022.100457
Effects of traditional brewery dried residue and field pea hull mixtures supplementation on feed utilization and performance of Washera sheep fed natural pasture grass hay as basal diet,https://doi.org/10.1002/vms3.1226
"Effects of urea plus nitrate pretreated rice straw and corn oil supplementation on fiber digestibility, nitrogen balance, rumen fermentation, microbiota and methane emissions in goats",https://doi.org/10.1186/s40104-019-0312-2
"Assessment of Livestock Feed Resources and Coping Strategies with Dry Season Feed Scarcity in Mixed Crop–Livestock Farming Systems around the Gilgel Gibe Catchment, Southwest Ethiopia",https://doi.org/10.3390/su131910713
Dry Season Feeding Technologies: Assessing the Nutritional and Economic Benefits of Feeding Hay and Silage to Dairy Cattle in South-Western Uganda,https://doi.org/10.4236/ojas.2020.103041
Temporal changes in microbial communities attached to forages with different lignocellulosic compositions in cattle rumen,https://doi.org/10.1093/femsec/fiaa069
Effect of dietary probiotics supplementation on intake and production performance of ewes fed Atriplex hay-based diet,https://doi.org/10.1016/j.livsci.2020.104065
"Typology analysis of sheep production, feeding systems and farmers strategies for livestock watering in Tunisia",https://doi.org/10.1016/j.smallrumres.2018.01.010
Prickly Pear (Opuntia spp.) as an Invasive Species and a Potential Fodder Resource for Ruminant Animals,https://doi.org/10.3390/su14073719
Supply of Methionine During Late-Pregnancy Alters Fecal Microbiota and Metabolome in Neonatal Dairy Calves Without Changes in Daily Feed Intake,https://doi.org/10.3389/fmicb.2019.02159
Influence of yeast culture and feed antibiotics on ruminal fermentation and site and extent of digestion in beef heifers fed high grain rations1,https://doi.org/10.1093/jas/sky249
Granulométrie des rations et nutrition du ruminant,https://doi.org/10.20870/productions-animales.2000.13.2.3771
"Impact of a phytogenic feed additive on growth performance, feed intake, and carcass traits of finishing steers",https://doi.org/10.1093/tas/txz109
"Performance of West African dwarf goats fed Panicum maximum and concentrate diets supplemented with Lablab (Lablab purpureus), Leucaena (Leucaena leucocephala) and Gliricidia (Gliricidia sepium) foliage.",https://doi.org/10.51791/njap.v33i1.2189
THE SUBSTITUTION OF PIGEON PEA SEED (CAJANUS CAJAN) FOR GROUNDNUT CAKE AND MAIZE IN BROILER FINISHER RATION,https://doi.org/10.51791/njap.v25i1.2175
Breeders’ knowledge on cattle fodder species preference in rangelands of Benin,https://doi.org/10.1186/s13002-018-0264-1
Insects as Novel Ruminant Feed and a Potential Mitigation Strategy for Methane Emissions,https://doi.org/10.3390/ani11092648
"Evaluation of fodder biomass yield of hydroponically-grown barley and oats and the effects on intake, digestibility and weight gain of Washera sheep when fed as a supplement to a basal diet of natural pasture hay in Ethiopia",https://doi.org/10.17138/tgft(7)519-526
Contributions of livestock-derived foods to nutrient supply under changing demand in low- and middle-income countries,https://doi.org/10.1016/j.gfs.2018.08.002
Image analysis for individual identification and feeding behaviour monitoring of dairy cows based on Convolutional Neural Networks (CNN),https://doi.org/10.1016/j.biosystemseng.2020.07.019
"Effect of tannins and monensin on feeding behaviour, feed intake, digestive parameters and microbial efficiency of nellore cows",https://doi.org/10.1080/1828051x.2020.1729667
"Effect of feeding<i>Acacia nilotica</i>pods to sheep on nutrient digestibility, nitrogen balance, ruminal protozoa and rumen enzymes activity",https://doi.org/10.1111/jpn.12874
"Effects of partially replacing grass silage by lucerne silage cultivars in a high-forage diet on ruminal fermentation, methane production, and fatty acid composition in the rumen and milk of dairy cows",https://doi.org/10.1016/j.anifeedsci.2021.114959
"<i>Chlorella</i><i>vulgaris</i> microalgae and/or copper supplementation enhanced feed intake, nutrient digestibility, ruminal fermentation, blood metabolites and lactational performance of Boer goat",https://doi.org/10.1111/jpn.13378
Effect of selenium supplementation on attainment of puberty in Saanen male goat kids,https://doi.org/10.1016/j.theriogenology.2019.06.044
Concentrate replacement with Daniellia oliveri foliage in goat diets,https://doi.org/10.1007/s11250-019-02002-0
"Influence of Phytase Supplementation at Increasing Doses from 0 to 1500 FTU/kg on Growth Performance, Nutrient Digestibility, and Bone Status in Grower–Finisher Pigs Fed Phosphorus-Deficient Diets",https://doi.org/10.3390/ani10050847
"Effect of treating olive cake with fibrolytic enzymes on feed intake, digestibility and performance in growing lambs",https://doi.org/10.1016/j.anifeedsci.2020.114405
Groundnut Shells as a Potential Feed Supplement for Ruminants on Pastures: A Review,https://doi.org/10.18805/ijar.bf-1427
"Effects of supplementing rice straw with two fodder tree leaves and their combinations on voluntary feed intake, growth, and nitrogen utilization in sheep",https://doi.org/10.1093/tas/txad004
Nutritional potential of bamboo leaves for feeding dairy cattle,https://doi.org/10.1590/1983-40632019v4954370
RAPID COMMUNICATION: Residual feed intake in beef cattle is associated with differences in protein turnover and nutrient transporters in ruminal epithelium,https://doi.org/10.1093/jas/skz080
Rumen bacterial community profile and fermentation in Barki sheep fed olive cake and date palm byproducts,https://doi.org/10.7717/peerj.12447
Performance of kids produced by three breeds of goat fed diets supplemented with graded levels of turmeric powder,https://doi.org/10.1007/s11250-019-02123-6
Comparative effects of feeding citrus pulp and grape pomace on nutrient digestibility and utilization in steers,https://doi.org/10.1016/j.animal.2020.100020
The effect of replacing maize with dried apple pomace in the concentrate on performance of Jersey cows grazing kikuyu pasture,https://doi.org/10.1016/j.anifeedsci.2018.02.012
Supplementation of Nigella sativa seeds to Barbarine lambs raised on low- or high-concentrate diets: Effects on meat fatty acid composition and oxidative stability,https://doi.org/10.1016/j.meatsci.2018.01.022
A COMPARISON OF WET MASH AND DRY MASH FEEDING FOR BROILER FINISHER DURING WET SEASON IN TIIE TROPICS,https://doi.org/10.51791/njap.v28i2.1862
"Citrus and Winery Wastes: Promising Dietary Supplements for Sustainable Ruminant Animal Nutrition, Health, Production, and Meat Quality",https://doi.org/10.3390/su10103718
Feed utilization and lactational performance of Barki sheep fed diets containing thyme or celery,https://doi.org/10.1016/j.smallrumres.2020.106249
Effects of Zeolite Supplementation on Dairy Cow Production and Ruminal Parameters – A Review,https://doi.org/10.2478/aoas-2018-0025
Potential of <i>Moringa oleifera</i> silage to replace concentrate feed mixture in diet of lactating Damascus goats,https://doi.org/10.2478/aoas-2022-0058
Performances of Arsi-Bale Lambs Fed Diets Based on Sugarcane Tops Silage and Hay as a Partial Substitute for Natural Pasture Hay,
"Bee propolis extract as a phytogenic feed additive to enhance diet digestibility, rumen microbial biosynthesis, mitigating methane formation and health status of late pregnant ewes",https://doi.org/10.1016/j.anifeedsci.2021.114834
"Mustard and cumin seeds improve feed utilisation, milk production and milk fatty acids of Damascus goats",https://doi.org/10.1017/s0022029918000043
CITRUS PULP AS AN INNOVATIVE FEED INGREDIENT IN RUMINANT NUTRITION. A REVIEW,https://doi.org/10.21608/ejap.2020.98258
Cattle don’t care: Animal behaviour is similar regardless of grazing management in grasslands,https://doi.org/10.1016/j.agee.2018.11.023
"Growth Performance and Carcass Traits of Begait Lambs Fed Diets of Cowpea (Vigna unguiculata) Hay, Wheat Bran and their Mixtures",https://doi.org/10.9734/jaeri/2019/v20i130097
Experimental feeding studies with crickets and locusts on the use of feed mixtures composed of storable feed materials commonly used in livestock production,https://doi.org/10.1016/j.anifeedsci.2019.114215
Effects of livestock grazing on key vegetation attributes of a remnant forest reserve: The case of Desa'a Forest in northern Ethiopia,https://doi.org/10.1016/j.gecco.2018.e00395
"Influence of dietary probiotic inclusion on growth performance, nutrient utilization, ruminal fermentation activities and methane production in growing lambs",https://doi.org/10.1080/10495398.2019.1604380
Livestock grazing‐induced large‐scale biotic homogenization in arid Mediterranean steppe rangelands,https://doi.org/10.1002/ldr.4095
A scoping review of feed interventions and livelihoods of small-scale livestock keepers,https://doi.org/10.1038/s41477-020-00786-w
Altered milk yield and rumen microbial abundance in response to concentrate supplementation during the cold season in Tibetan sheep,https://doi.org/10.1016/j.ejbt.2021.07.001
"Effect of Prickly Pear Cactus Peel Supplementation on Milk Production, Nutrient Digestibility and Rumen Fermentation of Sheep and the Maternal Effects on Growth and Physiological Performance of Suckling Offspring",https://doi.org/10.3390/ani10091476
"Impact of dietary supplementation of β-hydroxybutyric acid on performance, nutrient digestibility, organ development and serum stress indicators in early-weaned goat kids",https://doi.org/10.1016/j.aninu.2021.11.003
Constraints Affecting the Welfare of Domestic Sheep Grazing in the Natural Pasture,https://doi.org/10.1088/1755-1315/1252/1/012144
"Seasonal variations in the availability of fodder resources and practices of dairy cattle feeding among the smallholder farmers in Western Usambara Highlands, Tanzania",https://doi.org/10.1007/s11250-018-1609-4
The impact of supplementing goats' milk with quinoa extract on some properties of yoghurt,https://doi.org/10.1111/1471-0307.12628
Evaluation and economics of enzyme supplementation on the performance of broiler finishers fed soybean hull meal based diets,https://doi.org/10.51791/njap.v33i2.930
"Feed intake, digestibility and growth performance of Begait sheep fed hay basal diet and supplemented with Tsara (Pterocarpus lucens), Pigeon pea (Cajanus cajan) leaves and concentrate mixture",https://doi.org/10.5897/ijlp2018.0563
Potential influence of Yucca extract as feed additive on greenhouse gases emission for a cleaner livestock and aquaculture farming - A review,https://doi.org/10.1016/j.jclepro.2019.118074
Effects of different feeding regimes on muscle metabolism and its association with meat quality of Tibetan sheep,https://doi.org/10.1016/j.foodchem.2021.131611
Salivary tannin-binding proteins: A foraging advantage for goats?,https://doi.org/10.1016/j.livsci.2020.103974
"Cow, Goat, and Mare Milk Diets Differentially Modulated the Immune System and Gut Microbiota of Mice Colonized by Healthy Infant Feces",https://doi.org/10.1021/acs.jafc.0c06039
Moringa oleifera leaf meal as a feed supplement for dairy calves,https://doi.org/10.4314/sajas.v51i5.1
A nutritional and economic evaluation of &lt;i&gt;Moringa oleifera&lt;/i&gt; leaf meal as a dietary supplement in West African Dwarf goats,https://doi.org/10.4314/sajas.v48i1.10
Fibrolytic rumen bacteria of camel and sheep and their applications in the bioconversion of barley straw to soluble sugars for biofuel production,https://doi.org/10.1371/journal.pone.0262304
Top-dressing of chelated phytogenic feed additives in the diet of lactating Friesian cows to enhance feed utilization and lactational performance,https://doi.org/10.2478/aoas-2020-0086
Effect of feeding Moringa oleifera forage on productive performance of growing goat kids.,https://doi.org/10.21608/ejsgs.2019.33232
Partial Replacement of Concentrate with Olive Cake in Different forms in the Diet of Lactating Barki Ewes Affects the Lactational Performance and Feed Utilization,https://doi.org/10.2478/aoas-2020-0114
UTILIZATION OF LEUCAENA LEAF MEAL AS A PROTEIN SUPPLEMENT IN BROILER FINISHER RATIONS,https://doi.org/10.51791/njap.v27i.1874
Optimization of Profit for Pasture-Based Beef Cattle and Sheep Farming Using Linear Programming: Model Development and Evaluation,https://doi.org/10.3390/agriculture11060524
Digesta passage and nutrient digestibility in Boran steers at low feed intake levels,https://doi.org/10.1111/jpn.13158
Effect of Groundnut (&amp;lt;i&amp;gt;Arachis hypogaea&amp;lt;/i&amp;gt; L.) Haulm and Maize Bran Mixture Supplementation on Growth and Carcass Characteristics Performance of Local Sheep Fed Pasture Hay Basal Diet,https://doi.org/10.4236/ojas.2022.121003
Long-term impacts of livestock grazing and browsing in the Succulent Karoo: a 20-year study of vegetation change under different grazing regimes in Namaqualand,https://doi.org/10.2989/10220119.2018.1519640
Studies on Comparative Utilization of Urea and Groundnut Cake Rations by Young Growing West African Dwarf Goats,https://doi.org/10.51791/njap.v2i1.2324
Growth performance and carcass characteristics of finishing male lambs fed barberry pomace-containing diets,https://doi.org/10.1080/10495398.2019.1674861
Diversity of Toxigenic Fungi in Livestock and Poultry Feedstuffs,https://doi.org/10.3390/ijerph19127250
"Effect of dietary nitrate on enteric methane emissions, production performance and rumen fermentation of dairy cows grazing kikuyu-dominant pasture during summer",https://doi.org/10.1016/j.anifeedsci.2018.08.005
Azolla pinnata as unconventional feeds for ruminant feeding,https://doi.org/10.1186/s42269-022-00752-w
"Effect of replacing concentrate feed with leaves of Oldman saltbush (Atriplex nummularia) on feed intake, weight gain, and carcass parameters of highland sheep fed on wheat straw in northern Ethiopia",https://doi.org/10.1007/s11250-018-1577-8
Diversity of microbes colonizing forages of varying lignocellulose properties in the sheep rumen,https://doi.org/10.7717/peerj.10463
Evaluation of cellulolytic exogenous enzyme-containing microbial inoculants as feed additives for ruminant rations composed of low-quality roughage,https://doi.org/10.1017/s0021859620000611
Modulation of rumen bacterial community and feed utilization in camel and sheep using combined supplementation of live yeast and microalgae,https://doi.org/10.1038/s41598-022-16988-5
Enhancement of biogas production from rape straw using different co-pretreatment techniques and anaerobic co-digestion with cattle manure,https://doi.org/10.1016/j.biortech.2020.123311
"Foraging behaviour, digestion and growth performance of sheep grazing on dried vetch pasture cropped under conservation agriculture",https://doi.org/10.1111/jpn.13456
"Substitution of mulberry leaf meal on feed intake, body weight and carcass characteristics of Tigray highland lambs",https://doi.org/10.14334/jitv.v23i1.1634
"Coenzyme Q10 Supplementation enhances testicular volume and hemodynamics, reproductive hormones, sperm quality, and seminal antioxidant capacity in goat bucks under summer hot humid conditions",https://doi.org/10.1007/s11259-022-09991-8
"18: Precision livestock feeding, principle and practice",https://doi.org/10.3920/978-90-8686-884-1_18
"Influence of dietary supplementation of yeast on milk composition and lactation curve behavior of Sohagi ewes, and the growth performance of their newborn lambs",https://doi.org/10.1016/j.smallrumres.2020.106176
Effect of Moringa seed meal as a feed additive on performance of fattening male Barki sheep,https://doi.org/10.17352/ijvsr.000072
Fodder Radish as a Potential Alternative Feed Source for Livestock in South Africa,https://doi.org/10.3390/agriculture13081625
Benefits of grass-legume inter-cropping in livestock systems,https://doi.org/10.5897/ajar2018.13172
"Progressive adaptation of sheep to a microencapsulated blend of essential oils: Ruminal fermentation, methane emission, nutrient digestibility, and microbial protein synthesis",https://doi.org/10.1016/j.anifeedsci.2018.01.004
"The effect of live yeast <i>Saccharomyces cerevisiae</i> as probiotic supply on growth performance, feed intake, ruminal pH and fermentation in fattening calves",https://doi.org/10.1002/vms3.631
Relationship of mineral elements in sheep grazing in the highland agro-ecosystem,https://doi.org/10.5713/ajas.18.0955
"Livestock Production Challenges and Improved Forage Production Efforts in the Damot Gale District of Wolaita Zone, Ethiopia",https://doi.org/10.1155/2021/5553659
"Blood metabolite concentration, milk yield, resumption of ovarian activity and conception in grazing dual purpose cows supplemented with concentrate during the post‐partum period",https://doi.org/10.1002/vms3.148
Transferring diversity of goat grass to farmers’ fields through the development of synthetic hexaploid wheat,https://doi.org/10.1007/s12571-020-01051-w
Essential oils blend with a newly developed enzyme cocktail works synergistically to enhance feed utilization and milk production of Farafra ewes in the subtropics,https://doi.org/10.1016/j.smallrumres.2018.02.011
Effect of Concentrate Supplementation of Lambs Born to Concentrate Supplemented Ewes under Range Conditions of Sudan,https://doi.org/10.22259/2637-5354.0304002
"Assessment of using dried vinasse rice to replace soybean meal in lambs diets: In vitro, lambs performance and economic evaluation",https://doi.org/10.1016/j.smallrumres.2019.01.003
The effect of pasture supplemented diets on the performance of lactating ewes in the foothills of Lesotho,https://doi.org/10.51227/ojafr.2021.28
Replacement of Soybean Meal with Heat-Treated Canola Meal in Finishing Diets of Meatmaster Lambs: Physiological and Meat Quality Responses,https://doi.org/10.3390/ani10101735
Effects of feeding different proportions of silver leaf desmodium (Desmodium uncinatum) with banana (Musa paradisiaca) leaf on nutrient utilization in Horro sheep fed a basal diet of natural grass hay,https://doi.org/10.5713/ajas.17.0831
Feeding barley and corn hydroponic based rations improved digestibility and performance in Beetal goats,https://doi.org/10.1016/j.jksus.2022.102457
"Crushed flaxseed versus flaxseed oil in the diets of Nubian goats: Effect on feed intake, digestion, ruminal fermentation, blood chemistry, milk production, milk composition and milk fatty acid profile",https://doi.org/10.1016/j.anifeedsci.2018.08.003
Fatty acid and oxidative shelf-life profiles of meat from lambs fed finisher diets containing Acacia mearnsii leaf-meal,https://doi.org/10.1016/j.meatsci.2023.109190
"Effects of a recombinant fibrolytic enzyme on fiber digestion, ruminal fermentation, nitrogen balance, and total tract digestibility of heifers fed a high forage diet1",https://doi.org/10.1093/jas/skz216
"Periparturient antioxidant enzymes, haematological profile and milk production of dairy cows supplemented with Moringa oleifera leaf meal",https://doi.org/10.1016/j.anifeedsci.2020.114606
Evaluation of livestock feed balance under mixed crop–livestock production system in the central highlands of Ethiopia,https://doi.org/10.1186/s40066-018-0170-8
"Effects of pigeon pea leaves and concentrate mixture on feed intake, milk yield, and composition of crossbred dairy cows fed native pasture hay",https://doi.org/10.1016/j.animal.2022.100632
"Effect of yeast culture feed supply on growth, ruminal pH, and digestibility of fattening calves",https://doi.org/10.1002/fsn3.2238
EFFECT OF ADDITION PROTECTED FATTY ACIDS IN RUMINANT RATIONS ON PRODUCTIVE PERFORMANCE OF SUFFOLK X OSSIMI CROSSBRED EWES DURING DIFFERENT PRODUCTION STAGES,https://doi.org/10.21608/ejnf.2020.148119
Feeding Strategies to Increase Nitrogen Retention and Improve Rumen Fermentation and Rumen Microbial Population in Beef Steers Fed with Tropical Forages,https://doi.org/10.3390/su131810312
Evaluation of different feeding options on growth response and carcass characteristic of yearling Kereyu-Bulls to attain local/export market weight,https://doi.org/10.17352/2455-815x.000041
Evaluation of tree lucerne ( <i>Chamaecytisus palmensis</i> ) dried leaves as a substitution for concentrate mixture on biological performance and socioeconomic of Washera sheep fed on desho grass hay,https://doi.org/10.1002/vms3.376
Dairy sheep farms in semi-arid rangelands: A carbon footprint dilemma between intensification and land-based grazing,https://doi.org/10.1016/j.landusepol.2020.104600
REPLACEMENT CORN SILAGE BY ORANGE WASTE SILAGE IN BARKI RAM LAMBS RATIONS,https://doi.org/10.21608/ejnf.2019.103456
Chemical composition of differently processed Cattle Hoof meal Waste as Feedstuff Ingredient,https://doi.org/10.32718/ujvas3-1.09
Nutrient use efficiency and crop yield response to the combined application of cattle manure and inorganic fertilizer in sub-Saharan Africa,https://doi.org/10.1007/s10705-019-09974-3
Effectiveness of cottonseed cake fibre included in the diet of Nellore steers finished in confinement,https://doi.org/10.1080/00288233.2022.2161096
