"","Code","DOI","Country","Site.ID","CID","C.Descrip","M.Year","Units","MeanC","Tree.Feed","Out.SubInd","PrName","TID","T.Descrip","MeanT","VarianceT"
"1","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2009","kg/d/individual",0.359166666666667,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T2..T3","LLM..MFM",0.407083333333333,NA
"2","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2009","kg/individual",286.3,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T2..T3","LLM..MFM",290.5,NA
"3","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2010","kg/d/individual",0.165416666666667,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T2..T3","LLM..MFM",0.236250000000001,NA
"4","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2010","kg/individual",284.4,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T2..T3","LLM..MFM",345.05,NA
"5","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2011","kg/d/individual",0.042916666666667,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T2..T3","LLM..MFM",0.379,NA
"6","AG0018","https://pdfs.semanticscholar.org/085f/cbe290d2edec655ea106f6ba39ef4e6a3673.pdf","Zimbabwe","Makoholi","T4","NP","2011","kg/individual",286.3,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T2..T3","LLM..MFM",347.65,NA
"7","AN0007","10.3923/ajava.2016.725.731","Nigeria","Ekiti State University","T1","T1","NA","g/d/individual",30.35,"Gmelina arborea","Weight Gain","Feed Substitution","T2..T3..T4..T5","T2..T3..T4..T5",37.0525,NA
"8","AN0007","10.3923/ajava.2016.725.731","Nigeria","Ekiti State University","T1","T1","NA","kg/individual",14.5,"Gmelina arborea","Meat Yield","Feed Substitution","T2..T3..T4..T5","T2..T3..T4..T5",15.075,NA
"9","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","g/d/individual",11.95,"Prosopis juliflora","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",11.2766666666667,NA
"10","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","g/d/individual",20.54,"Prosopis juliflora","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",18.5333333333333,NA
"11","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",1.21,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T4..T2..T3","PJP 30..PJP 10..PJP 20",1.23,NA
"12","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",1.32,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3","PJP 10..PJP 20",1.31,NA
"13","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",1.59,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",1.54,NA
"14","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",1.91,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",1.86366666666667,NA
"15","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",2.03,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",1.98666666666667,NA
"16","AN0058","www.lrrd.org/lrrd30/4/dunc30063.html","Kenya","KALRO, Naivasha","T1","PJP 0","NA","kg/individual",2.33,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4","PJP 10..PJP 20..PJP 30",2.25333333333333,NA
"17","EO0032","0.1007/s11250-014-0582-9","Ethiopia","Mekelle University","T1","T1","NA","g/d/individual",29,"Ficus thonningii","Weight Gain","Feed Addition","T2..T3..T4","T2..T3..T4",33,NA
"18","EO0032","0.1007/s11250-014-0582-9","Ethiopia","Mekelle University","T1","T1","NA","kg/individual",7,"Ficus thonningii","Meat Yield","Feed Addition","T2..T3..T4","T2..T3..T4",8.13333333333333,NA
"19","EO0032","0.1007/s11250-014-0582-9","Ethiopia","Mekelle University","T1","T1","NA","kg/individual",15,"Ficus thonningii","Meat Yield","Feed Addition","T2..T3..T4","T2..T3..T4",16.7333333333333,NA
"20","EO0032","0.1007/s11250-014-0582-9","Ethiopia","Mekelle University","T1","T1","NA","kg/individual",17,"Ficus thonningii","Meat Yield","Feed Addition","T2..T3..T4","T2..T3..T4",18.8666666666667,NA
"21","EO0032","0.1007/s11250-014-0582-9","Ethiopia","Mekelle University","T1","T1","NA","kg/individual",17.1,"Ficus thonningii","Meat Yield","Feed Addition","T2..T3..T4","T2..T3..T4",17.42,NA
"22","EO0047","www.researchgate.net/publication/316188390","Kenya","KALRO, Naivasha","T1","PP0","NA","g/d/individual",2.91836734693878,"Prosopis","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4","PP10..PP20..PP30",0.510204081632653,NA
"23","EO0047","www.researchgate.net/publication/316188390","Kenya","KALRO, Naivasha","T1","PP0","NA","kg/individual",2.01,"Prosopis","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4","PP10..PP20..PP30",1.84,NA
"24","EO0067","http://www.lrrd.org/lrrd28/11/gush28206.html","Zimbabwe","Zaka","T1","No Supplement","2007","g/d/individual",-204.376548307191,"Acacia angustissima","Weight Gain","Feed Addition","T2","Supplemented",374.690338563179,NA
"25","EO0067","http://www.lrrd.org/lrrd28/11/gush28206.html","Zimbabwe","Zaka","T1","No Supplement","2007","kg/d/individual",1.99209486166007,"Acacia angustissima","Milk Yield","Feed Addition","T2","Supplemented",3.16798418972332,NA
"26","EO0067","http://www.lrrd.org/lrrd28/11/gush28206.html","Zimbabwe","Zaka","T1","No Supplement","2007","kg/individual",436.878612716763,"Acacia angustissima","Meat Yield","Feed Addition","T2","Supplemented",388.757225433526,NA
"27","EO0078","www.lrrd.org/lrrd27/9/kida27180.html","Ethiopia","Mekelle University","T1","PJP-0","NA","g/d/individual",64.961,"Prosopis juliflora","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4..T5","PJP-10..PJP-20..PJP-30..PJP-40",60.241975,NA
"28","EO0078","www.lrrd.org/lrrd27/9/kida27180.html","Ethiopia","Mekelle University","T1","PJP-0","NA","kg/individual",21,"Prosopis juliflora","Meat Yield","Feed Processing-Feed Substitution","T2..T3..T4..T5","PJP-10..PJP-20..PJP-30..PJP-40",21,NA
"29","EO0102","www.lrrd.org/lrrd25/8/noum25145.htm","Cameroon","University of Dschang","T1","TD0","2012","g/d/individual",3.45,"Tithonia diversifolia","Weight Gain","Feed Addition","T3..T4..T2","TD6..TD9..TD12",3.54166666666667,NA
"30","EO0102","www.lrrd.org/lrrd25/8/noum25145.htm","Cameroon","University of Dschang","T1","TD0","2012","g/d/individual",3.55,"Tithonia diversifolia","Weight Gain","Feed Addition","T3..T4..T2","TD6..TD9..TD12",3.54166666666667,NA
"31","EO0102","www.lrrd.org/lrrd25/8/noum25145.htm","Cameroon","University of Dschang","T1","TD0","2012","g/d/individual",3.62,"Tithonia diversifolia","Weight Gain","Feed Addition","T3..T4..T2","TD6..TD9..TD12",3.63666666666667,NA
"32","HK0006","10.1111/j.1439-0396.2010.01040.x","Nigeria","University of Ibadan Research Farm","T1","D1 No F.polita","NA","g/d/individual",6.6,"Ficus polita","Weight Gain","Feed Substitution","T2..T3..T4","D2 30 F.polita..D3  60 F.polita..D4 90 F.polita",22.3333333333333,NA
"33","HK0006","10.1111/j.1439-0396.2010.01040.x","Nigeria","University of Ibadan Research Farm","T1","D1 No F.polita","NA","kg/individual",7.5,"Ficus polita","Meat Yield","Feed Substitution","T2..T3..T4","D2 30 F.polita..D3  60 F.polita..D4 90 F.polita",7.86666666666667,NA
"34","HK0008","10.1016/0921-4488(91)90032-l","Nigeria","IITA, Ibadan","T1","Diet 1 Goat","NA","g/d/individual",24.36,"Leucaena leucocephala","Weight Gain","Feed Substitution","T3..T5..T7..T9","Diet 2 Goat..Diet 3 Goat..Diet 4 Goat..Diet 5 Goat",29.4575,NA
"35","HK0008","10.1016/0921-4488(91)90032-l","Nigeria","IITA, Ibadan","T2","Diet 1 Sheep","NA","g/d/individual",48.92,"Leucaena leucocephala","Weight Gain","Feed Substitution","T4..T6..T8","Diet 2 Sheep..Diet 3 Sheep..Diet 4 Sheep",54.87,NA
"36","HK0037","https://www.european-poultry-science.com/artikel.dll/2000-65-28-32_gq4tmmbqge4q.pdf?UID=FC4CCB24FF9D15F766F56FA6AB11C0D3EAC2CAEA","Nigeria","University of Ilorin","T1","Diet 1 Bundle 1","NA","g/d/individual",11.7,"Prosopis africana","Weight Gain","Feed Processing-Feed Substitution","T2..T3..T4..T6","Diet 2 Bundle 1..Diet 3 Bundle 1..Diet 4 Bundle 1..Diet 5 Bundle 1",6.835,NA
"37","HK0045","https://www.scielo.cl/scielo.php?pid=S0717-95022012000100045&script=sci_arttext&tlng=en","Nigeria","NHRI, Ibadan","T1","T D1 Con","NA","g/d/individual",0.540952380952381,NA,"Weight Gain","Feed Substitution","T6..T7..T8..T9","T D6..T D7..T D8..T D9",0.580952380952381,NA
"38","HK0108","https://pubag.nal.usda.gov/catalog/732199","Nigeria","University of Ibadan Research Farm","T1","T1 0% Leucaena Diet","NA","g/d/individual",-3.78,"Leucaena leucocephala","Weight Gain","Feed Substitution","T2..T3..T4","T2 15% Leucaena Diet..T3 30% Leucaena Diet..T4 45% Leucaena Diet",37.78,NA
"39","HK0108","https://pubag.nal.usda.gov/catalog/732199","Nigeria","University of Ibadan Research Farm","T1","T1 0% Leucaena Diet","NA","kg/individual",5.22,"Leucaena leucocephala","Meat Yield","Feed Substitution","T2..T3..T4","T2 15% Leucaena Diet..T3 30% Leucaena Diet..T4 45% Leucaena Diet",9.21,NA
"40","HK0154","https://www.tropicalgrasslands.info/public/journals/4/Historic/Tropical%20Grasslands%20Journal%20archive/PDFs/Vol_29_1995/Vol_29_03_95_pp150_154.pdf","Nigeria","NAPRI, Shika","T1","0% Leucaena","NA","g/d/individual",-2.4,"Leucaena leucocephala","Weight Gain","Feed Substitution","T2..T3..T4..T5","10% Leucaena..20% Leucaena..30% Leucaena..40% Leucaena",34.7,NA
"41","HK0154","https://www.tropicalgrasslands.info/public/journals/4/Historic/Tropical%20Grasslands%20Journal%20archive/PDFs/Vol_29_1995/Vol_29_03_95_pp150_154.pdf","Nigeria","NAPRI, Shika","T1","0% Leucaena","NA","kg/individual",12.2942363112392,"Leucaena leucocephala","Meat Yield","Feed Substitution","T2..T3..T4..T5","10% Leucaena..20% Leucaena..30% Leucaena..40% Leucaena",14.7330235409342,NA
"42","HK0319","10.4314/sajas.v47i5.9","South Africa","NWU Experimental Farm, Molelwane","T2","Negative Control Diet","NA","g/d/individual",0.817,NA,"Weight Gain","Feed Processing-Feed Substitution","T1","L. jav 25 Diet",1.23785714285714,NA
"43","HK0319","10.4314/sajas.v47i5.9","South Africa","NWU Experimental Farm, Molelwane","T2","Negative Control Diet","NA","g/individual",108.3,NA,"Meat Yield","Feed Processing-Feed Substitution","T1","L. jav 25 Diet",108.3,NA
"44","HK0319","10.4314/sajas.v47i5.9","South Africa","NWU Experimental Farm, Molelwane","T2","Negative Control Diet","NA","g/individual",122.3,NA,"Meat Yield","Feed Processing-Feed Substitution","T1","L. jav 25 Diet",109.5,NA
"45","HK0319","10.4314/sajas.v47i5.9","South Africa","NWU Experimental Farm, Molelwane","T2","Negative Control Diet","NA","g/individual",176.1,NA,"Meat Yield","Feed Processing-Feed Substitution","T1","L. jav 25 Diet",187.86,NA
"46","HK0324","10.1071/AN15182","South Africa","KZNU Research & Training Farm, Ukulinga","T6","T DI Con","NA","kg/d/individual",0.72,"Acacia tortilis","Weight Gain","Feed Processing-Feed Substitution","T1..T2..T3..T4..T5","T D2 Acacia 1 LM..T D3 Acacia 2 LM..T D4 Acacia 3 LM..T D5 Acacia 4 LM..T D6 Acacia 5 LM",0.748,NA
"47","HK0324","10.1071/AN15182","South Africa","KZNU Research & Training Farm, Ukulinga","T6","T DI Con","NA","kg/individual",65.5,"Acacia tortilis","Meat Yield","Feed Processing-Feed Substitution","T1..T2..T3..T4..T5","T D2 Acacia 1 LM..T D3 Acacia 2 LM..T D4 Acacia 3 LM..T D5 Acacia 4 LM..T D6 Acacia 5 LM",57.34,NA
"48","HK0324","10.1071/AN15182","South Africa","KZNU Research & Training Farm, Ukulinga","T6","T DI Con","NA","kg/individual",85,"Acacia tortilis","Meat Yield","Feed Processing-Feed Substitution","T1..T2..T3..T4..T5","T D2 Acacia 1 LM..T D3 Acacia 2 LM..T D4 Acacia 3 LM..T D5 Acacia 4 LM..T D6 Acacia 5 LM",81.1,NA
"49","HK0328","10.1016/j.livsci.2014.04.016","South Africa","KZNU Research & Training Farm, Ukulinga","T1","T D1 Con","NA","g/d/individual",0.714,"Acacia tortilis","Weight Gain","Feed Substitution","T2..T3..T4..T5..T6","T D2 Acacia 1 LM..T D3 Acacia 2 LM..T D4 Acacia 3 LM..T D5 Acacia 4 LM..T D6 Acacia 5 LM",0.6202,NA
"50","HK0330","10.1016/j.livsci.2015.10.003","South Africa","KZNU Research & Training Farm, Ukulinga","T1","T1 0 g/kg A. tortilis","NA","g/d/individual",772.5,"Acacia tortilis","Weight Gain","Feed Substitution","T2..T3..T4..T5..T6","T2 30 g/kg A. tortilis..T3 60 g/kg A. tortilis..T4 90 g/kg A. tortilis..T5 120 g/kg A. tortilis..T6 150 g/kg A. tortilis",701.5,NA
"51","HK0331","10.2989/16085914.2014.958049","South Africa","Limpopo University","T1","T D1 Con","NA","%/d/individual",1.95,"Moringa oleifera","Weight Gain","Feed Substitution","T6..T7..T8..T9","T D6..T D7..T D8..T D9",1.28,NA
"52","HK0333","10.1016/j.foodchem.2013.07.059","South Africa","University of Fort Hare Research Farm","T4","T D4 Con","NA","g/d/individual",62.2,"Moringa oleifera","Weight Gain","Feed Addition","T1..T2..T3","T D1 MOLM 1..T D2 MOLM 2..T D3 MOLM 3",62.4333333333333,NA
"53","HK0333","10.1016/j.foodchem.2013.07.059","South Africa","University of Fort Hare Research Farm","T4","T D4 Con","NA","g/individual",2177,"Moringa oleifera","Meat Yield","Feed Addition","T1..T2..T3","T D1 MOLM 1..T D2 MOLM 2..T D3 MOLM 3",2185.66666666667,NA
"54","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","g/d/individual",40,"Ficus natalensis","Weight Gain","Feed Addition","T7","T D3 B2",38,NA
"55","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","g/d/individual",40,"Harissonia abyssinica","Weight Gain","Feed Addition","T4","T D2 B2",34,NA
"56","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",6.5,"Ficus natalensis","Meat Yield","Feed Addition","T7","T D3 B2",6.4,NA
"57","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",6.5,"Harissonia abyssinica","Meat Yield","Feed Addition","T4","T D2 B2",6.2,NA
"58","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",8,"Ficus natalensis","Meat Yield","Feed Addition","T7","T D3 B2",8.8,NA
"59","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",8,"Harissonia abyssinica","Meat Yield","Feed Addition","T4","T D2 B2",7.6,NA
"60","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",17.2,"Ficus natalensis","Meat Yield","Feed Addition","T7","T D3 B2",18,NA
"61","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",17.2,"Harissonia abyssinica","Meat Yield","Feed Addition","T4","T D2 B2",16.2,NA
"62","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",19,"Ficus natalensis","Meat Yield","Feed Addition","T7","T D3 B2",19.8,NA
"63","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",19,"Harissonia abyssinica","Meat Yield","Feed Addition","T4","T D2 B2",17.8,NA
"64","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",19.1,"Ficus natalensis","Meat Yield","Feed Addition","T7","T D3 B2",20.6,NA
"65","HK0346","10.1016/j.smallrumres.2017.06.014","Uganda","Buyende","T3","T D1 Con CM B2","NA","kg/individual",19.1,"Harissonia abyssinica","Meat Yield","Feed Addition","T4","T D2 B2",18.2,NA
"66","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","g/d/individual",95.8,"Afzelia africana","Weight Gain","Feed Substitution","T1","A. africana Diet",62.9,NA
"67","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","g/d/individual",95.8,"Khaya senegalensis","Weight Gain","Feed Substitution","T3","K. senegalensis Diet",48,NA
"68","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","g/d/individual",95.8,"Pterocarpus erinaceus","Weight Gain","Feed Substitution","T4","P. erinaceus Diet",58.8,NA
"69","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",11.6,"Afzelia africana","Meat Yield","Feed Substitution","T1","A. africana Diet",9.7,NA
"70","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",11.6,"Khaya senegalensis","Meat Yield","Feed Substitution","T3","K. senegalensis Diet",8.1,NA
"71","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",11.6,"Pterocarpus erinaceus","Meat Yield","Feed Substitution","T4","P. erinaceus Diet",8.4,NA
"72","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",21,"Afzelia africana","Meat Yield","Feed Substitution","T1","A. africana Diet",18.2,NA
"73","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",21,"Khaya senegalensis","Meat Yield","Feed Substitution","T3","K. senegalensis Diet",16.1,NA
"74","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",21,"Pterocarpus erinaceus","Meat Yield","Feed Substitution","T4","P. erinaceus Diet",16.8,NA
"75","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",24.7,"Afzelia africana","Meat Yield","Feed Substitution","T1","A. africana Diet",22.2,NA
"76","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",24.7,"Khaya senegalensis","Meat Yield","Feed Substitution","T3","K. senegalensis Diet",20.7,NA
"77","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",24.7,"Pterocarpus erinaceus","Meat Yield","Feed Substitution","T4","P. erinaceus Diet",21.1,NA
"78","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",25.5,"Afzelia africana","Meat Yield","Feed Substitution","T1","A. africana Diet",22.3,NA
"79","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",25.5,"Khaya senegalensis","Meat Yield","Feed Substitution","T3","K. senegalensis Diet",20.9,NA
"80","JS0046","10.1007/s11250-009-9307-x","Burkina Faso","CIRDES, Bobo-Dioulasso","T2","Cotton seed Cake Diet","2006","kg/individual",25.5,"Pterocarpus erinaceus","Meat Yield","Feed Substitution","T4","P. erinaceus Diet",21.8,NA
"81","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",0.051,"Acacia senegal","Weight Gain","Feed Substitution","T2","T D2 A. Senegal pods",0.056,NA
"82","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",0.051,"Pterocarpus lucens","Weight Gain","Feed Substitution","T3..T4","T D3 P.lucens leaves..T D4 P.lucens pods",0.0395,NA
"83","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",8.04,"Acacia senegal","Weight Gain","Feed Substitution","T2","T D2 A. Senegal pods",9.35,NA
"84","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",8.04,"Pterocarpus lucens","Weight Gain","Feed Substitution","T3..T4","T D3 P.lucens leaves..T D4 P.lucens pods",7.785,NA
"85","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",15.35,"Acacia senegal","Weight Gain","Feed Substitution","T2","T D2 A. Senegal pods",16.72,NA
"86","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",15.35,"Pterocarpus lucens","Weight Gain","Feed Substitution","T3..T4","T D3 P.lucens leaves..T D4 P.lucens pods",15.14,NA
"87","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",18.62,"Acacia senegal","Weight Gain","Feed Substitution","T2","T D2 A. Senegal pods",19.93,NA
"88","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/d/individual",18.62,"Pterocarpus lucens","Weight Gain","Feed Substitution","T3..T4","T D3 P.lucens leaves..T D4 P.lucens pods",17.92,NA
"89","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/individual",18.76,"Acacia senegal","Meat Yield","Feed Substitution","T2","T D2 A. Senegal pods",20.42,NA
"90","JS0048","10.1016/j.livsci.2007.12.011","Burkina Faso","CRREA, Katchari","T1","T D1 T Con","2006","kg/individual",18.76,"Pterocarpus lucens","Meat Yield","Feed Substitution","T3..T4","T D3 P.lucens leaves..T D4 P.lucens pods",18.19,NA
"91","JS0076","10.22358/jafs/67816/2002","Ghana","KNUST, Kumasi","T1","T D1 Con","NA","g/d/individual",31.6363636363636,NA,"Weight Gain","Feed Substitution","T2..T3..T4","T D2..T D3..T D4",31.4545454545454,NA
"92","JS0115","10.1023/a:;1010337628292","Egypt","Experimental Farm, Department of Animal Production, College of Agricultural Science, El-Arish","T3","Rice Con","1997","kg/d/individual",0.427,"Acacia saligna","Milk Yield","Feed Substitution","T1","Acacia",0.814,NA
"93","JS0115","10.1023/a:;1010337628292","Egypt","Experimental Farm, Department of Animal Production, College of Agricultural Science, El-Arish","T3","Rice Con","1997","kg/individual",30,"Acacia saligna","Meat Yield","Feed Substitution","T1","Acacia",32.1,NA
"94","JS0118","10.5897/AJB11.1595","Egypt","NRC Nubaria Experimental Station","T1","T D1 Con Cumin","2009","kg/d/individual",0.12,"Jatropha curcas","Weight Gain","Feed Substitution","T2..T3..T4","T D2 Jatropha SM 1..T D3 Jatropha SM 2..T D4 Jatropha SM 3",0.114633333333333,NA
"95","JS0118","10.5897/AJB11.1595","Egypt","NRC Nubaria Experimental Station","T1","T D1 Con Cumin","2009","kg/individual",33.95,"Jatropha curcas","Meat Yield","Feed Substitution","T2..T3..T4","T D2 Jatropha SM 1..T D3 Jatropha SM 2..T D4 Jatropha SM 3",33.62,NA
"96","JS0123","10.1007/s11250-010-9696-x","Egypt","NRC, Dokki, Cairo","T1","T D1 Con","NA","g/d/individual",17.14,"Jatropha curcas","Weight Gain","Feed Substitution","T2..T3..T4..T5","T D2..T D3..T D4..T D5",8.58,NA
"97","JS0123","10.1007/s11250-010-9696-x","Egypt","NRC, Dokki, Cairo","T1","T D1 Con","NA","kg/individual",2.37,"Jatropha curcas","Meat Yield","Feed Substitution","T2..T3..T4..T5","T D2..T D3..T D4..T D5",2.0075,NA
"98","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",-10.7,"Albizia harveyi","Weight Gain","Feed Substitution","T1","Hay + Albiziz harveyi",-26.6,NA
"99","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",-10.7,"Delonix elata","Weight Gain","Feed Substitution","T3","Hay + Delonix elata",-87.1,NA
"100","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",-10.7,"Grewia similis","Weight Gain","Feed Substitution","T4","Hay + Grewia similis",14.3,NA
"101","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",139,"Albizia harveyi","Milk Yield","Feed Substitution","T1","Hay + Albiziz harveyi",86,NA
"102","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",139,"Delonix elata","Milk Yield","Feed Substitution","T3","Hay + Delonix elata",89,NA
"103","JS0172","10.1016/s0301-6226(96)01399-1","Tanzania","LPRI Mpwapwa","T2","Hay + Concentrate","1995","g/d/individual",139,"Grewia similis","Milk Yield","Feed Substitution","T4","Hay + Grewia similis",150,NA
"104","JS0176","10.1023/a:;1010642531865","Tanzania","Shinyanga","T1","LLM 0","NA","g/d/individual",38.2,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T2..T3..T4","LLM 1.2..LLM 2..LLM 2.6",124.533333333333,NA
"105","JS0176","10.1023/a:;1010642531865","Tanzania","Shinyanga","T1","LLM 0","NA","kg/individual",270.5,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T2..T3..T4","LLM 1.2..LLM 2..LLM 2.6",415.633333333333,NA
